State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Capsicum,Other,FAQ,28/03/2025,3500,4000,3700
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Grapes,Other,Medium,28/03/2025,8000,11000,9500
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Papaya,Other,Medium,28/03/2025,5000,5500,5200
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),Pomegranate,Other,Medium,28/03/2025,12000,16000,14000
"Himachal Pradesh",Hamirpur,Hamirpur(Nadaun),"Squash(Chappal Kadoo)",Other,FAQ,28/03/2025,2500,2500,2500
"Himachal Pradesh",Kangra,Dharamshala,Garlic,Other,FAQ,28/03/2025,9000,11000,10000
"Himachal Pradesh",Kangra,Dharamshala,"Mousambi(Sweet Lime)",Other,Medium,28/03/2025,5000,5500,5250
"Himachal Pradesh",Kangra,Kangra,Capsicum,Other,FAQ,28/03/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra,Grapes,Other,Medium,28/03/2025,9000,10000,9500
"Himachal Pradesh",Kangra,Kangra,Lemon,Other,FAQ,28/03/2025,13000,14000,13500
"Himachal Pradesh",Kangra,Kangra,Orange,Other,Medium,28/03/2025,8000,9000,8500
"Himachal Pradesh",Kangra,Kangra,"Peas cod",Other,FAQ,28/03/2025,3500,5000,4500
"Himachal Pradesh",Kangra,Kangra,Tinda,Other,FAQ,28/03/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Kangra,"Water Melon","Water Melon",Medium,28/03/2025,1800,2000,1900
"Himachal Pradesh",Kangra,Kangra(Baijnath),Banana,"Banana - Ripe",Medium,28/03/2025,3200,3500,3300
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,5500,6000,6000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Cauliflower,Cauliflower,FAQ,28/03/2025,1100,1400,1200
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Karbuja(Musk Melon)",Karbhuja,Medium,28/03/2025,3000,3500,3500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Raddish,Other,FAQ,28/03/2025,1200,1500,1500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Tomato,Tomato,FAQ,28/03/2025,1100,1200,1200
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Apple,Apple,Medium,28/03/2025,13500,14500,14000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,6000,6500,6200
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bottle gourd","Bottle Gourd",FAQ,28/03/2025,1800,1900,1850
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Cabbage,Cabbage,FAQ,28/03/2025,1000,1100,1050
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Capsicum,Capsicum,FAQ,28/03/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Guava,Guava,Medium,28/03/2025,8500,8600,8550
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Peas Wet","Peas Wet",FAQ,28/03/2025,3500,3800,3600
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Potato,Potato,FAQ,28/03/2025,1100,1200,1150
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Turnip,Other,FAQ,28/03/2025,2100,2200,2150
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Banana,Amruthapani,Medium,28/03/2025,4000,4500,4300
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cabbage,Cabbage,FAQ,28/03/2025,800,1000,900
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Onion,Other,FAQ,28/03/2025,2200,2600,2400
"Himachal Pradesh",Kangra,Palampur,Banana,"Banana - Ripe",Medium,28/03/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,"Bottle gourd","Bottle Gourd",FAQ,28/03/2025,1700,1800,1750
"Himachal Pradesh",Kangra,Palampur,"French Beans (Frasbean)",Other,FAQ,28/03/2025,4000,4500,4200
"Himachal Pradesh",Kangra,Palampur,Ginger(Green),Other,FAQ,28/03/2025,6000,6500,6200
"Himachal Pradesh",Kangra,Palampur,Grapes,Other,Medium,28/03/2025,7500,11500,9500
"Himachal Pradesh",Kangra,Palampur,Mashrooms,Other,FAQ,28/03/2025,12000,15000,13500
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,28/03/2025,5400,5500,5450
"Himachal Pradesh",Kullu,Bhuntar,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,6500,7000,6800
"Himachal Pradesh",Kullu,Bhuntar,Brinjal,Other,FAQ,28/03/2025,2000,2500,2200
"Himachal Pradesh",Kullu,Bhuntar,"French Beans (Frasbean)",Other,FAQ,28/03/2025,4000,4500,4300
"Himachal Pradesh",Kullu,Bhuntar,Grapes,Other,Medium,28/03/2025,9000,10000,9500
"Himachal Pradesh",Kullu,Bhuntar,Lemon,Other,FAQ,28/03/2025,11000,11200,11100
"Himachal Pradesh",Kullu,Bhuntar,Raddish,Other,FAQ,28/03/2025,1200,1500,1300
"Himachal Pradesh",Kullu,Kullu,Potato,Other,FAQ,28/03/2025,1200,1500,1500
"Himachal Pradesh",Kullu,Kullu,"Water Melon",Other,Medium,28/03/2025,2500,3000,3000
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Carrot,Other,FAQ,28/03/2025,1000,1500,1250
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Lemon,Other,FAQ,28/03/2025,10000,13000,11500
"Himachal Pradesh",Mandi,"Dhanotu (Mandi)",Pumpkin,Pumpkin,FAQ,28/03/2025,1000,2000,1500
"Himachal Pradesh",Mandi,Mandi(Mandi),"Bottle gourd","Bottle Gourd",FAQ,28/03/2025,1000,2000,1500
"Himachal Pradesh",Mandi,Mandi(Mandi),Cauliflower,Cauliflower,FAQ,28/03/2025,500,1500,1000
"Himachal Pradesh",Mandi,Mandi(Mandi),Garlic,Other,FAQ,28/03/2025,5000,9000,6500
"Himachal Pradesh",Mandi,Mandi(Mandi),Kinnow,Kinnow,Medium,28/03/2025,7700,8200,8000
"Himachal Pradesh",Mandi,Mandi(Mandi),Papaya,Papaya,Medium,28/03/2025,3000,5500,4500
"Himachal Pradesh",Solan,Solan,Banana,Other,Medium,28/03/2025,2000,3300,2700
"Himachal Pradesh",Solan,Solan,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,5000,6000,5500
"Himachal Pradesh",Solan,Solan,Capsicum,Capsicum,FAQ,28/03/2025,1200,2800,2200
"Himachal Pradesh",Solan,Solan,Grapes,Other,Medium,28/03/2025,7000,10000,8000
"Himachal Pradesh",Solan,Solan,"Green Chilli",Other,FAQ,28/03/2025,5000,6000,5500
"Himachal Pradesh",Solan,Solan,Mango,Other,Medium,28/03/2025,9000,10000,9500
"Himachal Pradesh",Solan,Solan,Mashrooms,Other,FAQ,28/03/2025,6000,10000,9000
"Himachal Pradesh",Solan,Solan,"Mousambi(Sweet Lime)",Other,Medium,28/03/2025,4500,4800,4500
"Himachal Pradesh",Solan,Solan,Potato,Other,FAQ,28/03/2025,800,1100,1000
"Himachal Pradesh",Solan,Solan,Spinach,Other,FAQ,28/03/2025,1000,1200,1000
"Himachal Pradesh",Solan,Solan(Nalagarh),"French Beans (Frasbean)",Other,FAQ,28/03/2025,4200,4800,4500
"Himachal Pradesh",Solan,Solan(Nalagarh),"Green Chilli",Other,FAQ,28/03/2025,4000,4500,4300
"Himachal Pradesh",Solan,Solan(Nalagarh),Raddish,Other,FAQ,28/03/2025,800,1000,900
"Himachal Pradesh",Solan,Solan(Nalagarh),Tomato,Other,FAQ,28/03/2025,1200,1600,1400
"Himachal Pradesh",Una,Santoshgarh,Banana,Other,Large,28/03/2025,3000,3300,3150
"Himachal Pradesh",Una,Santoshgarh,"Green Chilli","Green Chilly",FAQ,28/03/2025,3000,3500,3250
"Himachal Pradesh",Una,Santoshgarh,Onion,Onion,FAQ,28/03/2025,1900,2100,2000
"Himachal Pradesh",Una,Una,Cauliflower,Cauliflower,FAQ,28/03/2025,400,1000,700
"Himachal Pradesh",Una,Una,Chikoos(Sapota),Sapota,Medium,28/03/2025,4500,5000,4750
"Himachal Pradesh",Una,Una,Colacasia,Other,FAQ,28/03/2025,6000,6000,6000
"Himachal Pradesh",Una,Una,Garlic,Other,FAQ,28/03/2025,9000,12000,10500
"Himachal Pradesh",Una,Una,"Green Chilli","Green Chilly",FAQ,28/03/2025,5500,6000,5750
"Himachal Pradesh",Una,Una,Guava,Guava,Medium,28/03/2025,6000,8000,7000
"Himachal Pradesh",Una,Una,Onion,Onion,Non-FAQ,28/03/2025,2000,2500,2250
"Himachal Pradesh",Una,Una,"Peas Wet","Peas Wet",FAQ,28/03/2025,2000,2600,2300
"Himachal Pradesh",Una,Una,Spinach,Other,FAQ,28/03/2025,1500,2000,1600
"Himachal Pradesh",Una,Una,"Water Melon","Water Melon",Medium,28/03/2025,2000,3000,2500
"Jammu and Kashmir",Jammu,Batote,Potato,Other,FAQ,28/03/2025,1300,1500,1400
"Jammu and Kashmir",Jammu,Batote,Tomato,Other,FAQ,28/03/2025,1600,1800,1700
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Apple,Apple,Large,28/03/2025,10000,15000,12000
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beetroot,Beetroot,FAQ,28/03/2025,1500,1700,1600
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore","Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,2600,3000,2800
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,FAQ,28/03/2025,2300,2700,2500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Tomato,Tomato,FAQ,28/03/2025,1200,1300,1250
Karnataka,Bangalore,Ramanagara,"Bitter gourd","Bitter Gourd",FAQ,28/03/2025,2000,3000,2400
Karnataka,Bangalore,Ramanagara,Drumstick,Drumstick,FAQ,28/03/2025,2000,3200,2400
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,28/03/2025,1600,2400,2000
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,FAQ,28/03/2025,400,700,500
Karnataka,Davangere,"Harappana Halli",Maize,Hybrid/Local,FAQ,28/03/2025,2340,2340,2340
Karnataka,Dharwad,Kalagategi,Jowar(Sorghum),Local,FAQ,28/03/2025,1800,1800,1800
Karnataka,Kolar,Malur,Coriander(Leaves),Coriander,FAQ,28/03/2025,11000,13000,12000
Kerala,Alappuzha,Aroor,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,3200,3400,3300
Kerala,Alappuzha,Chengannur,Cabbage,Other,FAQ,28/03/2025,2300,2600,2400
Kerala,Alappuzha,Chengannur,Carrot,Other,FAQ,28/03/2025,4800,5100,5000
Kerala,Alappuzha,Chengannur,Potato,Potato,FAQ,28/03/2025,3400,3800,3500
Kerala,Alappuzha,Chengannur,Pumpkin,Other,FAQ,28/03/2025,1900,2200,2000
Kerala,Alappuzha,Cherthala,Carrot,Carrot,FAQ,28/03/2025,4000,4200,4100
Kerala,Alappuzha,Harippad,"Banana - Green",Other,FAQ,28/03/2025,6000,6500,6000
Kerala,Alappuzha,Harippad,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,28/03/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,28/03/2025,4000,4500,4000
Kerala,Alappuzha,Kayamkulam,Amaranthus,Other,FAQ,28/03/2025,2300,2500,2400
Kerala,Alappuzha,Kayamkulam,Ashgourd,Other,FAQ,28/03/2025,800,1000,900
Kerala,Alappuzha,Kayamkulam,Beetroot,Other,FAQ,28/03/2025,1300,1500,1400
Kerala,Alappuzha,Kayamkulam,Cabbage,Other,FAQ,28/03/2025,1200,1400,1300
Kerala,Alappuzha,Kayamkulam,Carrot,Other,FAQ,28/03/2025,3800,4000,3900
Kerala,Alappuzha,Kayamkulam,Cucumbar(Kheera),Other,FAQ,28/03/2025,800,1000,900
Kerala,Alappuzha,Kayamkulam,Onion,Small,FAQ,28/03/2025,2900,3100,3000
Kerala,Alappuzha,Mannar,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,4000,4200,4100
Kerala,Alappuzha,Mannar,Cabbage,Other,FAQ,28/03/2025,3000,3200,3100
Kerala,Alappuzha,Mannar,Cowpea(Veg),Other,FAQ,28/03/2025,4000,4200,4100
Kerala,Alappuzha,Mannar,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,2000,2200,2100
Kerala,Ernakulam,Aluva,"Bitter gourd","Bitter Gourd",FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,Aluva,Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,2000,4000,3000
Kerala,Ernakulam,Aluva,Ginger(Green),"Green Ginger",FAQ,28/03/2025,4000,8000,6000
Kerala,Ernakulam,Aluva,"Little gourd (Kundru)",Other,FAQ,28/03/2025,2500,4000,3300
Kerala,Ernakulam,Aluva,Pineapple,"Pine Apple",Medium,28/03/2025,5800,6000,5900
Kerala,Ernakulam,Aluva,Snakeguard,Snakeguard,FAQ,28/03/2025,2500,4000,3300
Kerala,Ernakulam,"Koovapadi VFPCK",Pineapple,Other,Large,28/03/2025,4400,4800,4600
Kerala,Ernakulam,Kothamangalam,"Banana - Green",Other,FAQ,28/03/2025,4500,5500,5000
Kerala,Ernakulam,Kothamangalam,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,Kothamangalam,Brinjal,Other,FAQ,28/03/2025,2000,4000,3000
Kerala,Ernakulam,Kothamangalam,Carrot,Other,FAQ,28/03/2025,3000,5000,4000
Kerala,Ernakulam,Kothamangalam,Ginger(Green),Other,FAQ,28/03/2025,4000,6000,5000
Kerala,Ernakulam,"Mazhuvannur VFPCK",Banana,Robusta,Large,28/03/2025,1500,3500,2500
Kerala,Ernakulam,"North Paravur",Coconut,Big,FAQ,28/03/2025,6500,7500,7000
Kerala,Ernakulam,"North Paravur",Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,1800,2500,2000
Kerala,Ernakulam,"North Paravur","Green Chilli","Green Chilly",FAQ,28/03/2025,2500,3500,3000
Kerala,Ernakulam,"North Paravur",Lemon,Lemon,FAQ,28/03/2025,6000,7000,6500
Kerala,Ernakulam,"North Paravur","Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,28/03/2025,3500,4500,4000
Kerala,Ernakulam,"North Paravur",Mint(Pudina),Mint(Pudina),FAQ,28/03/2025,7000,8000,7500
Kerala,Ernakulam,"North Paravur",Pineapple,Other,Medium,28/03/2025,6500,7500,7000
Kerala,Ernakulam,"North Paravur",Potato,"(Red Nanital)",FAQ,28/03/2025,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,Beetroot,Beetroot,FAQ,28/03/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,Cauliflower,Cauliflower,FAQ,28/03/2025,1800,2800,2200
Kerala,Ernakulam,Perumbavoor,"Elephant Yam (Suran)",Other,FAQ,28/03/2025,3700,4700,4000
Kerala,Ernakulam,Perumbavoor,Ginger(Dry),Dry,FAQ,28/03/2025,22000,23000,22500
Kerala,Ernakulam,Perumbavoor,"Green Chilli","Green Chilly",FAQ,28/03/2025,3500,4500,4000
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,28/03/2025,2400,3400,2800
Kerala,Ernakulam,Piravam,Amaranthus,Other,FAQ,28/03/2025,3000,5000,4000
Kerala,Ernakulam,Piravam,Beetroot,Other,FAQ,28/03/2025,4000,5000,4500
Kerala,Ernakulam,Piravam,"Bitter gourd",Other,FAQ,28/03/2025,4000,5000,4500
Kerala,Ernakulam,Piravam,Cauliflower,Other,FAQ,28/03/2025,4000,6000,5000
Kerala,Ernakulam,Piravam,"Mango (Raw-Ripe)",Other,FAQ,28/03/2025,7000,9000,8000
Kerala,Ernakulam,Piravam,Onion,Big,FAQ,28/03/2025,3000,4000,3500
Kerala,Ernakulam,Piravam,Orange,Other,Large,28/03/2025,6000,8000,7000
Kerala,Ernakulam,Piravam,"Water Melon","Water Melon",Large,28/03/2025,2000,3000,2500
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,28/03/2025,6500,8000,6700
Kerala,Ernakulam,Thrippunithura,"Banana - Green","Banana - Green",FAQ,28/03/2025,5800,7000,6000
Kerala,Ernakulam,Thrippunithura,Cabbage,Cabbage,FAQ,28/03/2025,4000,5000,4200
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,FAQ,28/03/2025,2000,4000,2200
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,FAQ,28/03/2025,4000,5000,4200
Kerala,Ernakulam,Thrippunithura,Tapioca,Tapioca,FAQ,28/03/2025,3000,4000,3200
Kerala,Kannur,Payyannur,Amaranthus,Other,FAQ,28/03/2025,3400,3600,3500
Kerala,Kannur,Payyannur,Banana,Other,Medium,28/03/2025,6000,6200,6100
Kerala,Kannur,Payyannur,Copra,other,FAQ,28/03/2025,15500,15700,15600
Kerala,Kannur,Thalasserry,Cowpea(Veg),Other,FAQ,28/03/2025,3800,4100,4000
Kerala,Kannur,Thalasserry,Snakeguard,Other,FAQ,28/03/2025,3800,4200,4000
Kerala,Kannur,Thalasserry,Tomato,Other,FAQ,28/03/2025,1200,1400,1300
Kerala,Kasargod,Kanjangadu,Ashgourd,Ashgourd,FAQ,28/03/2025,1800,2400,2000
Kerala,Kasargod,Kanjangadu,Cabbage,Cabbage,FAQ,28/03/2025,2000,2600,2200
Kerala,Kasargod,Kanjangadu,Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,3800,4500,4000
Kerala,Kasargod,Kanjangadu,Drumstick,Drumstick,FAQ,28/03/2025,4300,5000,4500
Kerala,Kasargod,Kanjangadu,"Elephant Yam (Suran)",Other,FAQ,28/03/2025,6300,7000,6500
Kerala,Kasargod,Kanjangadu,Ginger(Green),"Green Ginger",FAQ,28/03/2025,5400,6000,5600
Kerala,Kasargod,Kanjangadu,Snakeguard,Snakeguard,FAQ,28/03/2025,3800,4400,4000
Kerala,Kasargod,Kanjangadu,Tomato,Tomato,FAQ,28/03/2025,1300,1800,1500
Kerala,Kasargod,Kasargod,Arecanut(Betelnut/Supari),Other,FAQ,28/03/2025,36000,37000,36500
Kerala,Kasargod,Kasargod,Banana,Medium,Small,28/03/2025,6000,6200,6100
Kerala,Kasargod,Kasargod,Cowpea(Veg),Other,FAQ,28/03/2025,6000,6200,6100
Kerala,Kasargod,Kasargod,Cucumbar(Kheera),Other,FAQ,28/03/2025,1500,1700,1600
Kerala,Kasargod,"Madikai  VFPCK",Amaranthus,"Amaranth Greens-Organic",FAQ,28/03/2025,2500,2500,2500
Kerala,Kasargod,"Madikai  VFPCK","Long Melon(Kakri)","Long Melon (Kakri)",FAQ,28/03/2025,2000,2000,2000
Kerala,Kasargod,"Madikai  VFPCK",Snakeguard,Other,FAQ,28/03/2025,4000,4000,4000
Kerala,Kasargod,Manjeswaram,Amaranthus,Amaranthus,FAQ,28/03/2025,5000,6500,5750
Kerala,Kasargod,Manjeswaram,Beetroot,Beetroot,FAQ,28/03/2025,4000,5200,4600
Kerala,Kasargod,Manjeswaram,Brinjal,Brinjal,FAQ,28/03/2025,4000,5200,4600
Kerala,Kasargod,Manjeswaram,Cabbage,Cabbage,FAQ,28/03/2025,2000,2800,2400
Kerala,Kasargod,Manjeswaram,Cowpea(Veg),"Cowpea (Veg)",FAQ,28/03/2025,7000,8400,7700
Kerala,Kasargod,Manjeswaram,Ginger(Green),"Green Ginger",FAQ,28/03/2025,7000,7800,7400
Kerala,Kasargod,Manjeswaram,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,28/03/2025,7000,8000,7500
Kerala,Kasargod,Manjeswaram,Snakeguard,Snakeguard,FAQ,28/03/2025,5000,6000,5500
Kerala,Kasargod,Manjeswaram,Tapioca,Other,FAQ,28/03/2025,3000,4200,3600
Kerala,Kasargod,Neeleswaram,"Black Gram (Urd Beans)(Whole)",Other,FAQ,28/03/2025,13800,14000,13900
Kerala,Kasargod,Neeleswaram,"Coconut Oil",Other,FAQ,28/03/2025,25500,26500,26000
Kerala,Kasargod,Neeleswaram,Snakeguard,Other,FAQ,28/03/2025,3800,4200,4000
Kerala,Kasargod,"Pullur Periya  VFPCK",Brinjal,Brinjal,FAQ,28/03/2025,3000,3000,3000
Kerala,Kasargod,"Pullur Periya  VFPCK",Thondekai,Thondekai,FAQ,28/03/2025,2500,2500,2500
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,Medium,28/03/2025,3800,4200,4000
Kerala,Kollam,Chathanoor,"Bhindi(Ladies Finger)",Other,FAQ,28/03/2025,3800,4200,4000
Kerala,Kollam,Chathanoor,Cowpea(Veg),Other,FAQ,28/03/2025,4800,5200,5000
Kerala,Kollam,"Veliyam  VFPCK",Ashgourd,Ashgourd,FAQ,28/03/2025,6000,7000,6500
Kerala,Kottayam,Athirampuzha,Banana,"Banana - Ripe",Medium,28/03/2025,6000,6200,6100
Kerala,Kottayam,Athirampuzha,Beetroot,Beetroot,FAQ,28/03/2025,2000,2200,2100
Kerala,Kottayam,Athirampuzha,"Bhindi(Ladies Finger)",Bhindi,FAQ,28/03/2025,3000,3200,3100
Kerala,Kottayam,Athirampuzha,"Bottle gourd","Bottle Gourd",FAQ,28/03/2025,2000,2200,2100
Kerala,Kottayam,Athirampuzha,Carrot,Carrot,FAQ,28/03/2025,4200,4400,4300
Kerala,Kottayam,Athirampuzha,Drumstick,Drumstick,FAQ,28/03/2025,2000,2200,2100
Kerala,Kottayam,Athirampuzha,Onion,Onion,FAQ,28/03/2025,3800,4000,3900
Kerala,Kottayam,Athirampuzha,Tomato,Tomato,FAQ,28/03/2025,2400,2600,2500
Kerala,Kottayam,Ettumanoor,Ashgourd,Other,FAQ,28/03/2025,1600,1800,1700
Kerala,Kottayam,Ettumanoor,Brinjal,Other,FAQ,28/03/2025,2000,2200,2100
Kerala,Kottayam,Ettumanoor,"Mango (Raw-Ripe)","Mango - Raw-Ripe",FAQ,28/03/2025,3600,3800,3700
Kerala,Kottayam,Pala,Cabbage,Cabbage,FAQ,28/03/2025,1800,2600,2200
Kerala,Kottayam,Pampady,Banana,Medium,Medium,28/03/2025,6000,7000,6500
Kerala,Kottayam,Pampady,Banana,Palayamthodan,Medium,28/03/2025,2000,3000,2500
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,28/03/2025,2000,3000,2500
Kerala,Kottayam,Pampady,Onion,Big,FAQ,28/03/2025,4000,5000,4500
Kerala,Kottayam,Pampady,Potato,Other,FAQ,28/03/2025,3000,3500,3200
Kerala,Kottayam,"Vayala  VFPCK",Banana,"Nendra Bale",Large,28/03/2025,6000,6500,6000
Kerala,Kozhikode(Calicut),Kallachi,Ashgourd,Ashgourd,FAQ,28/03/2025,1400,1800,1600
Kerala,Kozhikode(Calicut),Kallachi,Brinjal,Brinjal,FAQ,28/03/2025,2600,3000,2800
Kerala,Kozhikode(Calicut),Kallachi,Onion,Other,FAQ,28/03/2025,2400,2800,2600
Kerala,Kozhikode(Calicut),Mukkom,Amphophalus,Amphophalus,FAQ,28/03/2025,5500,5800,5600
Kerala,Kozhikode(Calicut),Mukkom,"Bitter gourd","Bitter Gourd",FAQ,28/03/2025,4600,5000,4800
Kerala,Kozhikode(Calicut),Mukkom,Brinjal,Brinjal,FAQ,28/03/2025,2500,2900,2700
Kerala,Kozhikode(Calicut),Mukkom,Orange,Other,Large,28/03/2025,9000,9500,9200
Kerala,Kozhikode(Calicut),Mukkom,Pumpkin,Pumpkin,FAQ,28/03/2025,1300,1600,1400
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,28/03/2025,1500,1900,1700
Kerala,Kozhikode(Calicut),Palayam,"Coconut Seed",Other,FAQ,28/03/2025,6000,6000,6000
Kerala,Kozhikode(Calicut),Palayam,Cucumbar(Kheera),Other,FAQ,28/03/2025,1300,1300,1300
Kerala,Kozhikode(Calicut),Palayam,"French Beans (Frasbean)",Other,FAQ,28/03/2025,4800,4800,4800
Kerala,Kozhikode(Calicut),Palayam,Tomato,Other,FAQ,28/03/2025,1178,1250,1178
Kerala,Kozhikode(Calicut),Perambra,Cowpea(Veg),Other,FAQ,28/03/2025,4000,4500,4200
Kerala,Kozhikode(Calicut),Perambra,Onion,Other,FAQ,28/03/2025,2500,2700,2600
Kerala,Kozhikode(Calicut),Perambra,Potato,Other,FAQ,28/03/2025,2600,2800,2700
Kerala,Kozhikode(Calicut),Perambra,Snakeguard,Other,FAQ,28/03/2025,3000,4000,3500
Kerala,Kozhikode(Calicut),Quilandy,Amaranthus,Other,FAQ,28/03/2025,2800,3000,3000
Kerala,Kozhikode(Calicut),Quilandy,Beetroot,Other,FAQ,28/03/2025,2400,2500,2400
Kerala,Kozhikode(Calicut),Quilandy,Carrot,Other,FAQ,28/03/2025,4000,4300,4200
Kerala,Kozhikode(Calicut),Quilandy,Pumpkin,Other,FAQ,28/03/2025,1100,1200,1100
Kerala,Kozhikode(Calicut),Quilandy,Snakeguard,Other,FAQ,28/03/2025,2800,3000,2800
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Pumpkin,Pumpkin,FAQ,28/03/2025,700,1000,1000
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),Snakeguard,Snakeguard,FAQ,28/03/2025,2300,2600,2600
Kerala,Malappuram,"Elamkur  VFPCK",Banana,"Nendra Bale",Medium,28/03/2025,3000,3200,3100
Kerala,Malappuram,Kondotty,"Amla(Nelli Kai)",Other,FAQ,28/03/2025,4900,5100,5000
Kerala,Malappuram,Kondotty,Carrot,Other,FAQ,28/03/2025,3900,4100,4000
Kerala,Malappuram,Kondotty,Cauliflower,Other,FAQ,28/03/2025,2900,3100,3000
Kerala,Malappuram,Kondotty,"Coconut Seed","Coconut Seed",FAQ,28/03/2025,6200,6300,6250
Kerala,Malappuram,Kondotty,Cowpea(Veg),Other,FAQ,28/03/2025,3900,4100,4000
Kerala,Malappuram,Kondotty,Cucumbar(Kheera),Other,FAQ,28/03/2025,1700,1900,1800
Kerala,Malappuram,Kondotty,"Green Chilli",Other,FAQ,28/03/2025,2900,3100,3000
Kerala,Malappuram,Kondotty,Lemon,Other,FAQ,28/03/2025,6900,7100,7000
Kerala,Malappuram,Kondotty,Pumpkin,Other,FAQ,28/03/2025,1200,1400,1300
Kerala,Malappuram,Parappanangadi,"Amla(Nelli Kai)",Other,FAQ,28/03/2025,3900,4000,4000
Kerala,Malappuram,Parappanangadi,"Cluster beans","Cluster Beans",FAQ,28/03/2025,4500,4600,4600
Kerala,Malappuram,Parappanangadi,Coriander(Leaves),Coriander,FAQ,28/03/2025,5500,5500,5500
Kerala,Malappuram,Parappanangadi,"Little gourd (Kundru)","Little gourd (Kundru)",FAQ,28/03/2025,3000,3100,3100
Kerala,Malappuram,Parappanangadi,Onion,Small,FAQ,28/03/2025,3300,3400,3400
Kerala,Malappuram,Parappanangadi,Tomato,Other,FAQ,28/03/2025,1300,1350,1350
Kerala,Malappuram,"Parappanangadi VFPCK","Bottle gourd","Bottle Gourd",FAQ,28/03/2025,1100,1300,1200
Kerala,Malappuram,Perinthalmanna,"Bottle gourd","Bottle Gourd",FAQ,28/03/2025,700,1400,1000
